Results Table 1
,Sample,E-modulus,Tensile stress at Yield (Offset 0.2 %),Maximum Tensile stress,Tensile stress at Break (Standard),% Elongation at break at Non-proportional elongation (Standard),% Elongation at tensile strength at Non-proportional elongation (Standard),Strain hardening exponent at N Value,Area under curve total,Area under curve at tensile stress at yield
,,(GPa),(MPa),(MPa),(MPa),(%),(%),,(N-mm/mm^3),(N-mm/mm^3)
1,"Aço 1055","110.351","588.719","939.877","650.677","14.34","10.02","0.201","-----","-----"
1,Time,Displacement,Force,Tensile strain (Strain 2),Tensile stress
,(s),(mm),(kN),(mm/mm),(MPa)
"","3.5080","0.15450","1.43854","0.00021","60.54876"
"","3.5120","0.15474","1.44105","0.00021","60.65444"
"","3.5180","0.15509","1.44474","0.00021","60.80993"
"","3.5240","0.15545","1.44853","0.00021","60.96951"
"","3.5280","0.15569","1.45116","0.00021","61.08035"
"","3.5320","0.15593","1.45382","0.00021","61.19218"
"","3.5360","0.15617","1.45651","0.00021","61.30544"
"","3.5400","0.15641","1.45916","0.00021","61.41678"
"","3.5440","0.15665","1.46173","0.00021","61.52518"
"","3.5480","0.15689","1.46430","0.00021","61.63328"
"","3.5520","0.15713","1.46687","0.00021","61.74137"
"","3.5560","0.15737","1.46946","0.00021","61.85035"
"","3.5600","0.15761","1.47206","0.00021","61.95965"
"","3.5640","0.15784","1.47470","0.00021","62.07086"
"","3.5680","0.15808","1.47735","0.00021","62.18246"
"","3.5720","0.15832","1.47994","0.00021","62.29165"
"","3.5760","0.15862","1.48250","0.00021","62.39921"
"","3.5800","0.15886","1.48506","0.00021","62.50703"
"","3.5840","0.15910","1.48763","0.00022","62.61537"
"","3.5880","0.15934","1.49023","0.00022","62.72444"
"","3.5920","0.15958","1.49286","0.00022","62.83522"
"","3.5960","0.15982","1.49549","0.00022","62.94622"
"","3.6000","0.16006","1.49816","0.00022","63.05855"
"","3.6040","0.16030","1.50086","0.00022","63.17196"
"","3.6080","0.16059","1.50358","0.00022","63.28633"
"","3.6120","0.16083","1.50629","0.00022","63.40056"
"","3.6160","0.16107","1.50904","0.00022","63.51635"
"","3.6200","0.16131","1.51181","0.00022","63.63281"
"","3.6240","0.16161","1.51458","0.00022","63.74963"
"","3.6280","0.16185","1.51741","0.00022","63.86861"
"","3.6320","0.16209","1.52029","0.00022","63.98991"
"","3.6360","0.16233","1.52314","0.00022","64.10995"
"","3.6400","0.16257","1.52602","0.00022","64.23110"
"","3.6440","0.16281","1.52890","0.00023","64.35229"
"","3.6480","0.16305","1.53179","0.00023","64.47385"
"","3.6520","0.16329","1.53460","0.00023","64.59238"
"","3.6560","0.16352","1.53731","0.00023","64.70611"
"","3.6600","0.16370","1.53998","0.00023","64.81861"
"","3.6640","0.16394","1.54259","0.00023","64.92865"
"","3.6700","0.16430","1.54631","0.00023","65.08523"
"","3.6760","0.16466","1.55001","0.00023","65.24079"
"","3.6820","0.16502","1.55371","0.00023","65.39664"
"","3.6880","0.16538","1.55742","0.00023","65.55280"
"","3.6940","0.16574","1.56117","0.00023","65.71044"
"","3.6980","0.16598","1.56373","0.00023","65.81845"
"","3.7020","0.16621","1.56627","0.00023","65.92503"
"","3.7060","0.16639","1.56882","0.00023","66.03231"
"","3.7100","0.16663","1.57141","0.00023","66.14160"
"","3.7140","0.16687","1.57410","0.00023","66.25477"
"","3.7180","0.16711","1.57676","0.00023","66.36687"
"","3.7220","0.16735","1.57933","0.00024","66.47491"
"","3.7260","0.16759","1.58187","0.00024","66.58180"
"","3.7300","0.16783","1.58450","0.00024","66.69270"
"","3.7340","0.16807","1.58717","0.00024","66.80475"
"","3.7380","0.16831","1.58984","0.00024","66.91720"
"","3.7420","0.16855","1.59253","0.00024","67.03060"
"","3.7460","0.16879","1.59525","0.00024","67.14510"
"","3.7500","0.16908","1.59792","0.00024","67.25730"
"","3.7540","0.16932","1.60054","0.00024","67.36784"
"","3.7580","0.16956","1.60316","0.00024","67.47797"
"","3.7620","0.16980","1.60580","0.00024","67.58897"
"","3.7660","0.17004","1.60850","0.00024","67.70258"
"","3.7700","0.17028","1.61119","0.00024","67.81586"
"","3.7740","0.17052","1.61389","0.00025","67.92970"
"","3.7780","0.17076","1.61663","0.00025","68.04489"
"","3.7820","0.17100","1.61939","0.00025","68.16110"
"","3.7860","0.17124","1.62210","0.00025","68.27505"
"","3.7900","0.17148","1.62464","0.00025","68.38219"
"","3.7960","0.17183","1.62830","0.00025","68.53625"
"","3.8020","0.17219","1.63205","0.00025","68.69408"
"","3.8060","0.17243","1.63459","0.00025","68.80095"
"","3.8100","0.17267","1.63730","0.00025","68.91477"
"","3.8140","0.17291","1.64006","0.00026","69.03096"
"","3.8180","0.17315","1.64277","0.00026","69.14510"
"","3.8220","0.17339","1.64549","0.00026","69.25957"
"","3.8260","0.17363","1.64825","0.00026","69.37589"
"","3.8300","0.17387","1.65108","0.00026","69.49506"
"","3.8340","0.17411","1.65393","0.00026","69.61494"
"","3.8380","0.17435","1.65677","0.00026","69.73421"
"","3.8420","0.17459","1.65960","0.00026","69.85356"
"","3.8460","0.17476","1.66234","0.00026","69.96867"
"","3.8500","0.17500","1.66497","0.00026","70.07936"
"","3.8540","0.17524","1.66756","0.00026","70.18874"
"","3.8580","0.17548","1.67010","0.00026","70.29544"
"","3.8640","0.17584","1.67379","0.00026","70.45095"
"","3.8680","0.17608","1.67630","0.00026","70.55656"
"","3.8740","0.17644","1.68004","0.00026","70.71388"
"","3.8800","0.17674","1.68376","0.00026","70.87043"
"","3.8860","0.17716","1.68752","0.00026","71.02848"
"","3.8900","0.17740","1.69009","0.00026","71.13689"
"","3.8940","0.17763","1.69270","0.00026","71.24654"
"","3.8980","0.17787","1.69534","0.00026","71.35793"
"","3.9020","0.17811","1.69799","0.00026","71.46941"
"","3.9060","0.17835","1.70057","0.00026","71.57788"
"","3.9120","0.17871","1.70428","0.00027","71.73421"
"","3.9180","0.17907","1.70805","0.00027","71.89267"
"","3.9220","0.17931","1.71069","0.00027","72.00397"
"","3.9260","0.17955","1.71334","0.00027","72.11566"
"","3.9300","0.17979","1.71605","0.00027","72.22947"
"","3.9340","0.18003","1.71881","0.00027","72.34570"
"","3.9380","0.18033","1.72169","0.00027","72.46677"
"","3.9420","0.18056","1.72472","0.00027","72.59460"
"","3.9460","0.18080","1.72771","0.00027","72.72040"
"","3.9500","0.18104","1.73062","0.00027","72.84284"
"","3.9540","0.18128","1.73348","0.00027","72.96326"
"","3.9580","0.18158","1.73630","0.00027","73.08192"
"","3.9620","0.18182","1.73917","0.00027","73.20245"
"","3.9660","0.18206","1.74202","0.00027","73.32246"
"","3.9700","0.18230","1.74484","0.00027","73.44128"
"","3.9740","0.18254","1.74761","0.00027","73.55794"
"","3.9780","0.18278","1.75036","0.00027","73.67352"
"","3.9820","0.18308","1.75309","0.00028","73.78837"
"","3.9860","0.18331","1.75582","0.00028","73.90366"
"","3.9900","0.18355","1.75853","0.00028","74.01755"
"","3.9940","0.18373","1.76116","0.00028","74.12843"
"","3.9980","0.18397","1.76374","0.00028","74.23683"
"","4.0020","0.18421","1.76626","0.00028","74.34298"
"","4.0060","0.18445","1.76878","0.00028","74.44896"
"","4.0100","0.18469","1.77130","0.00028","74.55495"
"","4.0140","0.18493","1.77386","0.00028","74.66258"
"","4.0180","0.18517","1.77651","0.00028","74.77444"
"","4.0220","0.18541","1.77912","0.00029","74.88419"
"","4.0260","0.18565","1.78173","0.00029","74.99401"
"","4.0300","0.18589","1.78440","0.00029","75.10628"
"","4.0340","0.18612","1.78702","0.00029","75.21666"
"","4.0380","0.18636","1.78963","0.00029","75.32633"
"","4.0420","0.18660","1.79220","0.00029","75.43459"
"","4.0460","0.18684","1.79483","0.00029","75.54520"
"","4.0500","0.18708","1.79746","0.00029","75.65623"
"","4.0540","0.18732","1.80005","0.00029","75.76495"
"","4.0580","0.18756","1.80265","0.00029","75.87464"
"","4.0620","0.18780","1.80529","0.00029","75.98584"
"","4.0660","0.18798","1.80791","0.00029","76.09584"
"","4.0700","0.18822","1.81049","0.00029","76.20460"
"","4.0740","0.18846","1.81305","0.00029","76.31211"
"","4.0800","0.18882","1.81672","0.00029","76.46673"
"","4.0860","0.18917","1.82036","0.00029","76.61993"
"","4.0920","0.18959","1.82394","0.00030","76.77074"
"","4.0980","0.18995","1.82766","0.00030","76.92725"
"","4.1020","0.19019","1.83021","0.00030","77.03444"
"","4.1060","0.19043","1.83275","0.00030","77.14169"
"","4.1100","0.19067","1.83540","0.00030","77.25304"
"","4.1140","0.19091","1.83818","0.00030","77.36993"
"","4.1180","0.19121","1.84105","0.00030","77.49066"
"","4.1220","0.19145","1.84392","0.00030","77.61159"
"","4.1260","0.19169","1.84676","0.00030","77.73113"
"","4.1300","0.19192","1.84963","0.00030","77.85209"
"","4.1340","0.19216","1.85253","0.00030","77.97404"
"","4.1380","0.19240","1.85543","0.00030","78.09602"
"","4.1420","0.19264","1.85826","0.00030","78.21504"
"","4.1460","0.19294","1.86095","0.00030","78.32854"
"","4.1500","0.19318","1.86359","0.00030","78.43952"
"","4.1540","0.19342","1.86625","0.00030","78.55169"
"","4.1580","0.19360","1.86895","0.00030","78.66515"
"","4.1620","0.19384","1.87161","0.00030","78.77710"
"","4.1660","0.19408","1.87423","0.00030","78.88750"
"","4.1700","0.19432","1.87680","0.00031","78.99555"
"","4.1740","0.19455","1.87934","0.00031","79.10267"
"","4.1780","0.19479","1.88188","0.00031","79.20956"
"","4.1820","0.19503","1.88442","0.00031","79.31632"
"","4.1860","0.19527","1.88694","0.00031","79.42245"
"","4.1920","0.19563","1.89059","0.00031","79.57616"
"","4.1960","0.19581","1.89314","0.00031","79.68325"
"","4.2000","0.19605","1.89571","0.00031","79.79148"
"","4.2040","0.19629","1.89833","0.00031","79.90195"
"","4.2080","0.19653","1.90096","0.00031","80.01245"
"","4.2120","0.19677","1.90360","0.00031","80.12373"
"","4.2160","0.19701","1.90623","0.00031","80.23413"
"","4.2220","0.19731","1.90994","0.00031","80.39040"
"","4.2280","0.19766","1.91347","0.00031","80.53903"
"","4.2340","0.19802","1.91692","0.00031","80.68427"
"","4.2400","0.19838","1.92035","0.00032","80.82841"
"","4.2460","0.19874","1.92396","0.00032","80.98047"
"","4.2500","0.19898","1.92646","0.00032","81.08576"
"","4.2540","0.19922","1.92912","0.00032","81.19771"
"","4.2580","0.19946","1.93178","0.00032","81.30955"
"","4.2620","0.19970","1.93438","0.00032","81.41936"
"","4.2660","0.19994","1.93698","0.00032","81.52865"
"","4.2700","0.20018","1.93956","0.00032","81.63702"
"","4.2740","0.20041","1.94220","0.00032","81.74809"
"","4.2780","0.20065","1.94479","0.00032","81.85738"
"","4.2820","0.20089","1.94739","0.00032","81.96667"
"","4.2860","0.20113","1.94998","0.00032","82.07579"
"","4.2900","0.20137","1.95258","0.00032","82.18509"
"","4.2940","0.20167","1.95516","0.00032","82.29388"
"","4.2980","0.20191","1.95772","0.00032","82.40136"
"","4.3020","0.20215","1.96034","0.00033","82.51199"
"","4.3060","0.20245","1.96297","0.00033","82.62267"
"","4.3100","0.20269","1.96571","0.00033","82.73792"
"","4.3140","0.20293","1.96862","0.00033","82.86035"
"","4.3180","0.20316","1.97149","0.00033","82.98103"
"","4.3220","0.20340","1.97436","0.00033","83.10192"
"","4.3260","0.20364","1.97725","0.00033","83.22356"
"","4.3300","0.20388","1.98016","0.00033","83.34586"
"","4.3340","0.20418","1.98308","0.00033","83.46908"
"","4.3380","0.20442","1.98598","0.00033","83.59084"
"","4.3420","0.20466","1.98878","0.00033","83.70907"
"","4.3460","0.20490","1.99148","0.00033","83.82249"
"","4.3500","0.20508","1.99415","0.00033","83.93481"
"","4.3540","0.20532","1.99679","0.00033","84.04618"
"","4.3580","0.20556","1.99937","0.00034","84.15462"
"","4.3620","0.20580","2.00187","0.00034","84.25999"
"","4.3680","0.20615","2.00557","0.00034","84.41547"
"","4.3740","0.20645","2.00923","0.00034","84.56946"
"","4.3800","0.20681","2.01274","0.00034","84.71732"
"","4.3860","0.20717","2.01626","0.00034","84.86544"
"","4.3920","0.20753","2.02000","0.00034","85.02303"
"","4.3980","0.20789","2.02359","0.00034","85.17410"
"","4.4040","0.20825","2.02712","0.00034","85.32280"
"","4.4100","0.20861","2.03077","0.00034","85.47627"
"","4.4160","0.20896","2.03451","0.00034","85.63380"
"","4.4200","0.20920","2.03706","0.00035","85.74089"
"","4.4260","0.20956","2.04073","0.00035","85.89568"
"","4.4300","0.20980","2.04325","0.00035","86.00174"
"","4.4340","0.21004","2.04582","0.00035","86.10965"
"","4.4380","0.21028","2.04841","0.00035","86.21856"
"","4.4420","0.21058","2.05107","0.00035","86.33060"
"","4.4460","0.21082","2.05372","0.00035","86.44219"
"","4.4500","0.21106","2.05635","0.00035","86.55309"
"","4.4540","0.21130","2.05904","0.00035","86.66619"
"","4.4580","0.21154","2.06177","0.00035","86.78110"
"","4.4620","0.21177","2.06452","0.00035","86.89692"
"","4.4660","0.21201","2.06723","0.00035","87.01108"
"","4.4700","0.21225","2.06990","0.00035","87.12323"
"","4.4740","0.21255","2.07250","0.00035","87.23288"
"","4.4780","0.21279","2.07509","0.00035","87.34192"
"","4.4820","0.21303","2.07770","0.00035","87.45143"
"","4.4860","0.21327","2.08033","0.00035","87.56219"
"","4.4900","0.21351","2.08295","0.00035","87.67268"
"","4.4940","0.21381","2.08558","0.00036","87.78308"
"","4.4980","0.21405","2.08830","0.00036","87.89783"
"","4.5020","0.21429","2.09108","0.00036","88.01466"
"","4.5060","0.21452","2.09382","0.00036","88.13006"
"","4.5100","0.21470","2.09650","0.00036","88.24280"
"","4.5140","0.21494","2.09907","0.00036","88.35113"
"","4.5180","0.21518","2.10163","0.00036","88.45898"
"","4.5220","0.21542","2.10417","0.00036","88.56561"
"","4.5260","0.21566","2.10669","0.00036","88.67161"
"","4.5320","0.21602","2.11042","0.00036","88.82856"
"","4.5380","0.21638","2.11413","0.00036","88.98484"
"","4.5440","0.21674","2.11780","0.00036","89.13930"
"","4.5500","0.21704","2.12140","0.00036","89.29075"
"","4.5560","0.21739","2.12501","0.00036","89.44287"
"","4.5620","0.21775","2.12863","0.00037","89.59515"
"","4.5680","0.21811","2.13222","0.00037","89.74644"
"","4.5740","0.21847","2.13563","0.00037","89.88993"
"","4.5800","0.21883","2.13908","0.00037","90.03499"
"","4.5860","0.21913","2.14253","0.00037","90.18050"
"","4.5920","0.21949","2.14598","0.00037","90.32555"
"","4.5980","0.21985","2.14945","0.00037","90.47160"
"","4.6040","0.22020","2.15302","0.00037","90.62185"
"","4.6100","0.22056","2.15668","0.00037","90.77570"
"","4.6160","0.22092","2.16037","0.00037","90.93127"
"","4.6220","0.22128","2.16414","0.00037","91.08975"
"","4.6260","0.22158","2.16675","0.00037","91.19980"
"","4.6300","0.22182","2.16942","0.00037","91.31204"
"","4.6340","0.22206","2.17204","0.00037","91.42260"
"","4.6380","0.22230","2.17467","0.00038","91.53310"
"","4.6420","0.22254","2.17731","0.00038","91.64429"
"","4.6460","0.22278","2.17999","0.00038","91.75694"
"","4.6500","0.22307","2.18268","0.00038","91.87013"
"","4.6540","0.22331","2.18538","0.00038","91.98373"
"","4.6580","0.22355","2.18804","0.00038","92.09601"
"","4.6620","0.22379","2.19074","0.00038","92.20937"
"","4.6660","0.22403","2.19346","0.00038","92.32384"
"","4.6700","0.22427","2.19617","0.00038","92.43797"
"","4.6740","0.22451","2.19889","0.00038","92.55234"
"","4.6780","0.22475","2.20157","0.00038","92.66534"
"","4.6820","0.22505","2.20423","0.00038","92.77711"
"","4.6860","0.22529","2.20687","0.00038","92.88860"
"","4.6900","0.22553","2.20952","0.00039","93.00004"
"","4.6940","0.22577","2.21211","0.00039","93.10876"
"","4.6980","0.22594","2.21464","0.00039","93.21536"
"","4.7040","0.22630","2.21830","0.00038","93.36958"
"","4.7100","0.22666","2.22197","0.00039","93.52392"
"","4.7140","0.22690","2.22450","0.00039","93.63034"
"","4.7180","0.22714","2.22705","0.00039","93.73769"
"","4.7240","0.22750","2.23069","0.00039","93.89116"
"","4.7300","0.22786","2.23415","0.00039","94.03646"
"","4.7360","0.22822","2.23771","0.00039","94.18660"
"","4.7420","0.22858","2.24124","0.00039","94.33509"
"","4.7480","0.22887","2.24483","0.00040","94.48619"
"","4.7540","0.22923","2.24841","0.00040","94.63692"
"","4.7600","0.22959","2.25192","0.00040","94.78470"
"","4.7660","0.23001","2.25545","0.00040","94.93317"
"","4.7720","0.23031","2.25907","0.00040","95.08556"
"","4.7780","0.23073","2.26278","0.00040","95.24184"
"","4.7820","0.23097","2.26529","0.00040","95.34731"
"","4.7860","0.23121","2.26781","0.00040","95.45341"
"","4.7900","0.23145","2.27033","0.00040","95.55955"
"","4.7960","0.23180","2.27407","0.00040","95.71686"
"","4.8000","0.23204","2.27659","0.00040","95.82317"
"","4.8040","0.23228","2.27917","0.00040","95.93172"
"","4.8100","0.23264","2.28275","0.00040","96.08230"
"","4.8160","0.23306","2.28631","0.00040","96.23190"
"","4.8220","0.23342","2.29007","0.00040","96.39042"
"","4.8260","0.23366","2.29274","0.00040","96.50290"
"","4.8300","0.23396","2.29556","0.00040","96.62130"
"","4.8340","0.23420","2.29842","0.00040","96.74168"
"","4.8380","0.23443","2.30127","0.00040","96.86189"
"","4.8420","0.23467","2.30410","0.00041","96.98071"
"","4.8460","0.23491","2.30689","0.00041","97.09819"
"","4.8500","0.23515","2.30969","0.00041","97.21631"
"","4.8540","0.23539","2.31247","0.00041","97.33329"
"","4.8580","0.23569","2.31521","0.00041","97.44862"
"","4.8620","0.23593","2.31788","0.00041","97.56091"
"","4.8660","0.23611","2.32050","0.00041","97.67107"
"","4.8700","0.23635","2.32304","0.00041","97.77788"
"","4.8760","0.23671","2.32669","0.00041","97.93183"
"","4.8820","0.23707","2.33012","0.00041","98.07596"
"","4.8880","0.23742","2.33358","0.00041","98.22151"
"","4.8940","0.23778","2.33717","0.00041","98.37267"
"","4.9000","0.23808","2.34079","0.00042","98.52501"
"","4.9060","0.23844","2.34420","0.00042","98.66857"
"","4.9120","0.23880","2.34746","0.00042","98.80577"
"","4.9180","0.23916","2.35091","0.00042","98.95128"
"","4.9240","0.23952","2.35442","0.00042","99.09899"
"","4.9300","0.23988","2.35778","0.00042","99.24033"
"","4.9360","0.24023","2.36103","0.00042","99.37700"
"","4.9420","0.24059","2.36445","0.00042","99.52108"
"","4.9480","0.24095","2.36817","0.00042","99.67744"
"","4.9540","0.24131","2.37189","0.00042","99.83422"
"","4.9600","0.24167","2.37563","0.00042","99.99161"
"","4.9660","0.24203","2.37917","0.00043","100.14041"
"","4.9720","0.24239","2.38253","0.00043","100.28208"
"","4.9780","0.24275","2.38597","0.00043","100.42700"
"","4.9840","0.24310","2.38955","0.00043","100.57767"
"","4.9900","0.24346","2.39312","0.00043","100.72758"
"","4.9960","0.24388","2.39658","0.00043","100.87357"
"","5.0020","0.24424","2.40018","0.00043","101.02495"
"","5.0080","0.24460","2.40385","0.00043","101.17962"
"","5.0120","0.24484","2.40638","0.00043","101.28589"
"","5.0160","0.24508","2.40901","0.00043","101.39641"
"","5.0200","0.24532","2.41163","0.00043","101.50694"
"","5.0240","0.24556","2.41417","0.00043","101.61396"
"","5.0280","0.24579","2.41668","0.00043","101.71957"
"","5.0340","0.24615","2.42047","0.00043","101.87883"
"","5.0380","0.24639","2.42309","0.00043","101.98942"
"","5.0420","0.24663","2.42571","0.00044","102.09932"
"","5.0460","0.24681","2.42826","0.00044","102.20667"
"","5.0520","0.24717","2.43176","0.00044","102.35413"
"","5.0580","0.24753","2.43505","0.00044","102.49254"
"","5.0640","0.24789","2.43828","0.00044","102.62853"
"","5.0700","0.24825","2.44158","0.00044","102.76766"
"","5.0760","0.24860","2.44502","0.00044","102.91219"
