Results Table 1;;;;;
;;;;;
;;;;;
;Aço 1016;;;;
;Time;Displacement;Force;Tensile strain (Strain 2);Tensile stress
;(s);(mm);(kN);(mm/mm);(MPa)
;12.7000;0.75735;5.74449;0.00118;241.78886
;12.7060;0.75771;5.74735;0.00118;241.90935
;12.7120;0.75807;5.75012;0.00118;242.02565
;12.7180;0.75843;5.75273;0.00118;242.13570
;12.7240;0.75879;5.75523;0.00118;242.24092
;12.7300;0.75915;5.75774;0.00118;242.34656
;12.7380;0.75957;5.76091;0.00118;242.48003
;12.7460;0.76004;5.76397;0.00118;242.60886
;12.7540;0.76052;5.76697;0.00119;242.73505
;12.7620;0.76100;5.76985;0.00119;242.85629
;12.7700;0.76148;5.77291;0.00119;242.98497
;12.7780;0.76196;5.77591;0.00119;243.11118
;12.7860;0.76244;5.77888;0.00119;243.23651
;12.7940;0.76285;5.78188;0.00119;243.36259
;12.8020;0.76333;5.78484;0.00119;243.48730
;12.8100;0.76387;5.78780;0.00119;243.61191
;12.8180;0.76435;5.79066;0.00119;243.73206
;12.8260;0.76483;5.79371;0.00119;243.86066
;12.8340;0.76531;5.79694;0.00119;243.99646
;12.8420;0.76578;5.80004;0.00119;244.12697
;12.8500;0.76626;5.80333;0.00119;244.26530
;12.8580;0.76680;5.80659;0.00119;244.40269
;12.8660;0.76728;5.80987;0.00120;244.54088
;12.8740;0.76782;5.81324;0.00120;244.68274
;12.8800;0.76818;5.81600;0.00120;244.79869
;12.8860;0.76853;5.81888;0.00120;244.91974
;12.8920;0.76883;5.82183;0.00120;245.04402
;12.8980;0.76919;5.82459;0.00120;245.16022
;12.9040;0.76955;5.82719;0.00120;245.26964
;12.9120;0.77003;5.83031;0.00120;245.40109
;12.9200;0.77051;5.83352;0.00120;245.53606
;12.9280;0.77099;5.83666;0.00121;245.66847
;12.9360;0.77146;5.83956;0.00120;245.79018
;12.9440;0.77194;5.84216;0.00120;245.89964
;12.9520;0.77242;5.84496;0.00120;246.01749
;12.9600;0.77290;5.84779;0.00121;246.13693
;12.9680;0.77338;5.85070;0.00121;246.25940
;12.9760;0.77380;5.85365;0.00121;246.38362
;12.9840;0.77433;5.85659;0.00121;246.50731
;12.9920;0.77481;5.85976;0.00121;246.64079
;12.9980;0.77517;5.86233;0.00121;246.74887
;13.0060;0.77565;5.86558;0.00121;246.88579
;13.0140;0.77613;5.86881;0.00121;247.02138
;13.0220;0.77667;5.87209;0.00121;247.15967
;13.0280;0.77702;5.87462;0.00122;247.26590
;13.0340;0.77744;5.87725;0.00122;247.37682
;13.0400;0.77780;5.87988;0.00121;247.48752
;13.0460;0.77816;5.88252;0.00122;247.59845
;13.0520;0.77852;5.88507;0.00122;247.70610
;13.0580;0.77888;5.88760;0.00122;247.81239
;13.0660;0.77930;5.89088;0.00122;247.95067
;13.0740;0.77977;5.89386;0.00122;248.07582
;13.0820;0.78025;5.89657;0.00122;248.18990
;13.0900;0.78073;5.89920;0.00123;248.30061
;13.0980;0.78121;5.90191;0.00123;248.41460
;13.1060;0.78169;5.90492;0.00123;248.54132
;13.1140;0.78211;5.90798;0.00123;248.67012
;13.1220;0.78258;5.91119;0.00123;248.80539
;13.1280;0.78294;5.91373;0.00123;248.91208
;13.1360;0.78342;5.91691;0.00123;249.04620
;13.1440;0.78390;5.92019;0.00123;249.18398
;13.1500;0.78426;5.92270;0.00123;249.28996
;13.1580;0.78474;5.92595;0.00123;249.42657
;13.1660;0.78522;5.92916;0.00123;249.56172
;13.1740;0.78569;5.93219;0.00123;249.68939
;13.1820;0.78623;5.93513;0.00123;249.81303
;13.1900;0.78671;5.93810;0.00123;249.93808
;13.1980;0.78719;5.94125;0.00123;250.07072
;13.2040;0.78761;5.94377;0.00123;250.17667
;13.2120;0.78809;5.94702;0.00124;250.31355
;13.2180;0.78844;5.94955;0.00124;250.41977
;13.2260;0.78898;5.95286;0.00124;250.55922
;13.2320;0.78934;5.95537;0.00124;250.66504
;13.2400;0.78982;5.95846;0.00124;250.79503
;13.2480;0.79024;5.96165;0.00124;250.92909
;13.2540;0.79060;5.96418;0.00124;251.03574
;13.2600;0.79101;5.96676;0.00124;251.14432
;13.2660;0.79131;5.96937;0.00124;251.25429
;13.2720;0.79167;5.97200;0.00125;251.36465
;13.2800;0.79215;5.97515;0.00125;251.49742
;13.2880;0.79263;5.97804;0.00125;251.61917
;13.2960;0.79311;5.98076;0.00125;251.73358
;13.3060;0.79371;5.98368;0.00125;251.85667
;13.3140;0.79418;5.98632;0.00125;251.96753
;13.3220;0.79466;5.98904;0.00125;252.08218
;13.3300;0.79514;5.99196;0.00125;252.20512
;13.3380;0.79562;5.99501;0.00125;252.33333
;13.3460;0.79610;5.99793;0.00125;252.45644
;13.3540;0.79664;6.00093;0.00125;252.58250
;13.3620;0.79711;6.00394;0.00125;252.70929
;13.3680;0.79747;6.00652;0.00125;252.81776
;13.3740;0.79789;6.00927;0.00126;252.93336
;13.3800;0.79825;6.01230;0.00126;253.06097
;13.3860;0.79861;6.01521;0.00126;253.18338
;13.3920;0.79903;6.01797;0.00126;253.29990
;13.3980;0.79939;6.02071;0.00126;253.41519
;13.4040;0.79968;6.02330;0.00126;253.52412
;13.4120;0.80016;6.02627;0.00126;253.64893
;13.4200;0.80064;6.02885;0.00126;253.75774
;13.4280;0.80112;6.03154;0.00126;253.87103
;13.4360;0.80160;6.03433;0.00126;253.98837
;13.4440;0.80202;6.03695;0.00126;254.09846
;13.4520;0.80249;6.03964;0.00126;254.21182
;13.4600;0.80297;6.04216;0.00126;254.31810
;13.4680;0.80345;6.04474;0.00126;254.42662
;13.4760;0.80387;6.04729;0.00127;254.53375
;13.4840;0.80435;6.04999;0.00127;254.64767
;13.4920;0.80483;6.05271;0.00127;254.76212
;13.5000;0.80530;6.05543;0.00127;254.87657
;13.5080;0.80584;6.05834;0.00127;254.99876
;13.5160;0.80632;6.06151;0.00127;255.13248
;13.5220;0.80662;6.06401;0.00127;255.23770
;13.5280;0.80704;6.06662;0.00127;255.34727
;13.5360;0.80752;6.06988;0.00127;255.48479
;13.5440;0.80800;6.07300;0.00127;255.61610
;13.5500;0.80841;6.07555;0.00127;255.72316
;13.5560;0.80877;6.07817;0.00127;255.83351
;13.5620;0.80913;6.08078;0.00127;255.94331
;13.5680;0.80949;6.08343;0.00128;256.05502
;13.5740;0.80991;6.08606;0.00128;256.16577
;13.5800;0.81027;6.08864;0.00128;256.27432
;13.5860;0.81063;6.09117;0.00128;256.38074
;13.5940;0.81104;6.09450;0.00128;256.52087
;13.6000;0.81140;6.09705;0.00128;256.62820
;13.6080;0.81188;6.10009;0.00128;256.75623
;13.6160;0.81236;6.10285;0.00128;256.87241
;13.6240;0.81284;6.10548;0.00128;256.98291
;13.6320;0.81332;6.10825;0.00128;257.09982
;13.6400;0.81379;6.11080;0.00128;257.20718
;13.6480;0.81421;6.11340;0.00128;257.31662
;13.6560;0.81469;6.11613;0.00129;257.43130
;13.6640;0.81517;6.11879;0.00129;257.54318
;13.6720;0.81565;6.12143;0.00129;257.65430
;13.6800;0.81619;6.12418;0.00129;257.77036
;13.6880;0.81660;6.12710;0.00129;257.89304
;13.6960;0.81708;6.13009;0.00129;258.01895
;13.7040;0.81762;6.13307;0.00129;258.14423
;13.7120;0.81810;6.13607;0.00129;258.27081
;13.7200;0.81864;6.13931;0.00129;258.40723
;13.7260;0.81900;6.14206;0.00129;258.52280
;13.7320;0.81941;6.14490;0.00129;258.64233
;13.7380;0.81977;6.14757;0.00129;258.75452
;13.7440;0.82013;6.15013;0.00129;258.86264
;13.7520;0.82061;6.15346;0.00130;259.00262
;13.7580;0.82091;6.15600;0.00130;259.10962
;13.7660;0.82139;6.15916;0.00130;259.24246
;13.7740;0.82187;6.16199;0.00130;259.36166
;13.7820;0.82234;6.16462;0.00130;259.47220
;13.7920;0.82294;6.16775;0.00130;259.60410
;13.8000;0.82336;6.17028;0.00130;259.71060
;13.8080;0.82384;6.17295;0.00130;259.82309
;13.8160;0.82432;6.17561;0.00131;259.93497
;13.8260;0.82492;6.17861;0.00131;260.06140
;13.8340;0.82533;6.18124;0.00131;260.17194
;13.8420;0.82581;6.18383;0.00131;260.28091
;13.8500;0.82635;6.18657;0.00131;260.39621
;13.8580;0.82683;6.18959;0.00131;260.52341
;13.8660;0.82731;6.19286;0.00131;260.66101
;13.8740;0.82779;6.19613;0.00131;260.79874
;13.8820;0.82826;6.19923;0.00131;260.92892
;13.8900;0.82874;6.20241;0.00131;261.06305
;13.8960;0.82910;6.20493;0.00131;261.16891
;13.9040;0.82964;6.20822;0.00131;261.30759
;13.9100;0.83000;6.21074;0.00131;261.41367
;13.9160;0.83036;6.21338;0.00131;261.52469
;13.9220;0.83072;6.21607;0.00132;261.63809
;13.9280;0.83113;6.21867;0.00132;261.74731
;13.9340;0.83143;6.22120;0.00132;261.85382
;13.9400;0.83179;6.22377;0.00132;261.96219
;13.9460;0.83215;6.22641;0.00132;262.07324
;13.9520;0.83251;6.22895;0.00132;262.18021
;13.9600;0.83299;6.23203;0.00132;262.30972
;13.9680;0.83341;6.23492;0.00132;262.43127
;13.9760;0.83388;6.23759;0.00133;262.54358
;13.9840;0.83436;6.24010;0.00133;262.64923
;13.9940;0.83496;6.24307;0.00133;262.77441
;14.0040;0.83556;6.24610;0.00133;262.90173
;14.0120;0.83598;6.24865;0.00133;263.00919
;14.0200;0.83646;6.25124;0.00132;263.11826
;14.0280;0.83693;6.25383;0.00132;263.22717
;14.0360;0.83747;6.25646;0.00133;263.33777
;14.0440;0.83795;6.25934;0.00133;263.45901
;14.0520;0.83843;6.26251;0.00133;263.59265
;14.0600;0.83891;6.26562;0.00133;263.72336
;14.0680;0.83944;6.26891;0.00133;263.86197
;14.0760;0.83992;6.27223;0.00134;264.00168
;14.0840;0.84046;6.27546;0.00134;264.13745
;14.0920;0.84094;6.27866;0.00134;264.27219
;14.1000;0.84142;6.28182;0.00134;264.40536
;14.1080;0.84190;6.28496;0.00134;264.53741
;14.1160;0.84237;6.28801;0.00134;264.66605
;14.1240;0.84285;6.29098;0.00134;264.79105
;14.1320;0.84327;6.29386;0.00134;264.91205
;14.1400;0.84375;6.29648;0.00134;265.02231
;14.1480;0.84423;6.29923;0.00134;265.13824
;14.1560;0.84471;6.30209;0.00134;265.25839
;14.1640;0.84518;6.30488;0.00134;265.37604
;14.1720;0.84560;6.30774;0.00134;265.49643
;14.1800;0.84608;6.31053;0.00134;265.61368
;14.1880;0.84656;6.31317;0.00134;265.72470
;14.1960;0.84710;6.31615;0.00135;265.85049
;14.2040;0.84758;6.31911;0.00135;265.97482
;14.2120;0.84805;6.32199;0.00135;266.09613
;14.2200;0.84853;6.32482;0.00135;266.21545
;14.2280;0.84901;6.32773;0.00135;266.33765
;14.2360;0.84955;6.33046;0.00135;266.45248
;14.2440;0.85003;6.33357;0.00135;266.58337
;14.2520;0.85051;6.33668;0.00135;266.71460
;14.2600;0.85104;6.33994;0.00135;266.85175
;14.2680;0.85152;6.34329;0.00135;266.99255
;14.2760;0.85194;6.34646;0.00135;267.12595
;14.2840;0.85242;6.34935;0.00136;267.24789
;14.2920;0.85290;6.35217;0.00136;267.36624
;14.3000;0.85338;6.35502;0.00136;267.48660
;14.3080;0.85385;6.35792;0.00136;267.60864
;14.3160;0.85427;6.36083;0.00136;267.73102
;14.3240;0.85475;6.36360;0.00136;267.84738
;14.3320;0.85523;6.36614;0.00136;267.95422
;14.3420;0.85583;6.36920;0.00136;268.08331
;14.3500;0.85625;6.37175;0.00136;268.19046
;14.3580;0.85678;6.37442;0.00136;268.30313
;14.3660;0.85726;6.37715;0.00136;268.41766
;14.3740;0.85774;6.38007;0.00136;268.54074
;14.3820;0.85822;6.38313;0.00136;268.66940
;14.3900;0.85870;6.38619;0.00137;268.79837
;14.3980;0.85923;6.38950;0.00137;268.93750
;14.4060;0.85971;6.39278;0.00137;269.07556
;14.4120;0.86013;6.39531;0.00137;269.18213
;14.4200;0.86061;6.39844;0.00137;269.31381
;14.4280;0.86109;6.40156;0.00137;269.44507
;14.4360;0.86163;6.40459;0.00137;269.57275
;14.4440;0.86210;6.40768;0.00137;269.70276
;14.4520;0.86258;6.41072;0.00137;269.83084
;14.4600;0.86300;6.41365;0.00137;269.95428
;14.4680;0.86348;6.41642;0.00138;270.07086
;14.4760;0.86396;6.41924;0.00138;270.18948
;14.4840;0.86444;6.42190;0.00138;270.30157
;14.4940;0.86503;6.42499;0.00138;270.43130
;14.5040;0.86563;6.42799;0.00138;270.55771
;14.5140;0.86623;6.43104;0.00138;270.68594
;14.5220;0.86665;6.43361;0.00138;270.79428
;14.5300;0.86713;6.43615;0.00138;270.90106
;14.5400;0.86778;6.43927;0.00138;271.03232
;14.5480;0.86826;6.44199;0.00139;271.14682
;14.5560;0.86874;6.44483;0.00139;271.26675
;14.5640;0.86922;6.44749;0.00139;271.37842
;14.5720;0.86970;6.45021;0.00139;271.49298
;14.5800;0.87018;6.45306;0.00139;271.61292
;14.5880;0.87071;6.45613;0.00139;271.74225
;14.5960;0.87119;6.45909;0.00139;271.86655
;14.6040;0.87173;6.46205;0.00139;271.99118
;14.6120;0.87221;6.46509;0.00139;272.11929
;14.6200;0.87269;6.46800;0.00139;272.24191
;14.6280;0.87317;6.47105;0.00139;272.37003
;14.6360;0.87364;6.47412;0.00139;272.49951
;14.6440;0.87412;6.47707;0.00139;272.62347
;14.6520;0.87454;6.47979;0.00139;272.73798
;14.6600;0.87502;6.48238;0.00140;272.84686
;14.6700;0.87562;6.48522;0.00140;272.96637
;14.6800;0.87616;6.48775;0.00140;273.07306
;14.6900;0.87675;6.49038;0.00140;273.18396
;14.7000;0.87735;6.49337;0.00140;273.30963
;14.7100;0.87789;6.49641;0.00140;273.43747
;14.7200;0.87855;6.49934;0.00140;273.56104
;14.7280;0.87903;6.50195;0.00140;273.67090
;14.7360;0.87950;6.50475;0.00140;273.78839
;14.7440;0.87998;6.50794;0.00141;273.92294
;14.7520;0.88046;6.51118;0.00141;274.05920
;14.7600;0.88094;6.51425;0.00141;274.18826
;14.7680;0.88148;6.51705;0.00141;274.30627
;14.7760;0.88195;6.52003;0.00141;274.43161
;14.7840;0.88243;6.52287;0.00141;274.55142
;14.7920;0.88297;6.52586;0.00141;274.67712
;14.8000;0.88345;6.52894;0.00141;274.80676
;14.8080;0.88387;6.53197;0.00141;274.93433
;14.8180;0.88447;6.53494;0.00142;275.05948
;14.8300;0.88518;6.53782;0.00142;275.18054
;14.8420;0.88590;6.54052;0.00142;275.29410
;14.8520;0.88650;6.54312;0.00142;275.40375
;14.8620;0.88704;6.54573;0.00142;275.51337
;14.8740;0.88775;6.54873;0.00142;275.63980
;14.8840;0.88835;6.55131;0.00142;275.74826
;14.8920;0.88883;6.55381;0.00142;275.85364
;14.9000;0.88931;6.55642;0.00142;275.96335
;14.9080;0.88979;6.55905;0.00142;276.07428
;14.9160;0.89033;6.56177;0.00142;276.18866
;14.9240;0.89080;6.56465;0.00142;276.30981
;14.9320;0.89128;6.56752;0.00142;276.43054
;14.9400;0.89182;6.57025;0.00143;276.54553
;14.9480;0.89230;6.57313;0.00143;276.66678
;14.9560;0.89284;6.57620;0.00143;276.79602
;14.9640;0.89331;6.57914;0.00143;276.91959
;14.9720;0.89379;6.58203;0.00143;277.04129
;14.9800;0.89427;6.58471;0.00143;277.15399
;14.9900;0.89481;6.58775;0.00143;277.28198
;15.0000;0.89547;6.59041;0.00143;277.39392
;15.0100;0.89601;6.59295;0.00143;277.50107
;15.0200;0.89660;6.59561;0.00143;277.61285
;15.0320;0.89732;6.59855;0.00144;277.73685
;15.0440;0.89798;6.60155;0.00144;277.86304
;15.0540;0.89858;6.60426;0.00144;277.97687
;15.0640;0.89917;6.60684;0.00144;278.08585
;15.0740;0.89977;6.60947;0.00144;278.19614
;15.0840;0.90043;6.61244;0.00144;278.32150
;15.0940;0.90103;6.61555;0.00144;278.45239
;15.1020;0.90151;6.61834;0.00144;278.56958
;15.1100;0.90198;6.62106;0.00144;278.68405
;15.1180;0.90246;6.62374;0.00144;278.79715
;15.1260;0.90294;6.62627;0.00144;278.90356
;15.1340;0.90348;6.62892;0.00145;279.01505
;15.1420;0.90396;6.63164;0.00145;279.12939
;15.1500;0.90444;6.63444;0.00145;279.24725
;15.1580;0.90491;6.63734;0.00145;279.36960
;15.1660;0.90533;6.64007;0.00145;279.48416
;15.1760;0.90593;6.64294;0.00145;279.60529
;15.1860;0.90653;6.64551;0.00145;279.71317
;15.1960;0.90713;6.64804;0.00145;279.81998
;15.2060;0.90772;6.65071;0.00145;279.93201
;15.2180;0.90844;6.65370;0.00145;280.05789
;15.2280;0.90904;6.65658;0.00145;280.17938
;15.2380;0.90964;6.65925;0.00145;280.29150
;15.2480;0.91024;6.66193;0.00146;280.40454
;15.2580;0.91083;6.66462;0.00146;280.51782
;15.2680;0.91149;6.66745;0.00146;280.63693
;15.2780;0.91209;6.67058;0.00146;280.76868
;15.2860;0.91257;6.67334;0.00146;280.88486
;15.2940;0.91311;6.67595;0.00146;280.99432
;15.3040;0.91370;6.67888;0.00146;281.11783
;15.3120;0.91418;6.68152;0.00146;281.22910
;15.3200;0.91466;6.68421;0.00146;281.34210
;15.3280;0.91514;6.68681;0.00147;281.45154
;15.3380;0.91574;6.68979;0.00147;281.57718
;15.3480;0.91633;6.69274;0.00146;281.70117
;15.3600;0.91705;6.69564;0.00146;281.82321
;15.3720;0.91777;6.69846;0.00147;281.94202
;15.3840;0.91843;6.70123;0.00147;282.05872
;15.3960;0.91914;6.70390;0.00147;282.17099
;15.4080;0.91986;6.70680;0.00147;282.29303
;15.4200;0.92058;6.70967;0.00147;282.41382
;15.4320;0.92136;6.71231;0.00147;282.52487
;15.4420;0.92195;6.71514;0.00147;282.64395
;15.4520;0.92255;6.71802;0.00147;282.76523
;15.4600;0.92303;6.72057;0.00148;282.87259
;15.4680;0.92351;6.72315;0.00148;282.98114
;15.4760;0.92399;6.72586;0.00148;283.09540
;15.4840;0.92452;6.72843;0.00148;283.20355
;15.4940;0.92506;6.73154;0.00148;283.33447
;15.5040;0.92566;6.73459;0.00148;283.46262
;15.5140;0.92626;6.73751;0.00148;283.58545
;15.5240;0.92680;6.74041;0.00148;283.70746
;15.5360;0.92751;6.74321;0.00148;283.82559
;15.5460;0.92811;6.74577;0.00148;283.93329
;15.5560;0.92871;6.74833;0.00148;284.04117
;15.5660;0.92925;6.75110;0.00148;284.15778
;15.5760;0.92991;6.75386;0.00149;284.27399
;15.5860;0.93044;6.75681;0.00149;284.39783
;15.5960;0.93110;6.75982;0.00149;284.52481
;15.6040;0.93158;6.76235;0.00149;284.63107
;15.6140;0.93218;6.76526;0.00149;284.75360
;15.6240;0.93278;6.76792;0.00149;284.86578
;15.6340;0.93337;6.77081;0.00149;284.98737
;15.6440;0.93403;6.77389;0.00149;285.11697
;15.6520;0.93451;6.77646;0.00149;285.22482
;15.6600;0.93499;6.77910;0.00150;285.33621
;15.6680;0.93547;6.78161;0.00150;285.44193
;15.6760;0.93594;6.78423;0.00150;285.55188
;15.6860;0.93648;6.78718;0.00150;285.67612
;15.6960;0.93708;6.78977;0.00150;285.78516
;15.7080;0.93780;6.79254;0.00150;285.90201
;15.7200;0.93852;6.79520;0.00150;286.01367
;15.7320;0.93917;6.79807;0.00151;286.13461
;15.7440;0.93989;6.80101;0.00150;286.25836
;15.7540;0.94049;6.80403;0.00150;286.38568
;15.7640;0.94115;6.80696;0.00150;286.50867
;15.7740;0.94174;6.80979;0.00150;286.62796
;15.7840;0.94234;6.81267;0.00150;286.74911
;15.7940;0.94294;6.81528;0.00150;286.85883
;15.8040;0.94360;6.81778;0.00151;286.96420
;15.8140;0.94420;6.82076;0.00151;287.08981
;15.8240;0.94479;6.82389;0.00151;287.22125
;15.8320;0.94533;6.82655;0.00151;287.33337
;15.8400;0.94575;6.82923;0.00151;287.44595
;15.8480;0.94623;6.83183;0.00151;287.55560
;15.8580;0.94683;6.83471;0.00151;287.67682
;15.8680;0.94742;6.83726;0.00151;287.78412
;15.8800;0.94808;6.84009;0.00152;287.90326
;15.8920;0.94880;6.84276;0.00151;288.01581
;15.9040;0.94946;6.84568;0.00152;288.13834
;15.9140;0.95006;6.84828;0.00152;288.24796
;15.9240;0.95071;6.85100;0.00152;288.36240
;15.9340;0.95125;6.85374;0.00152;288.47763
;15.9440;0.95191;6.85670;0.00152;288.60236
;15.9540;0.95251;6.85975;0.00152;288.73077
;15.9620;0.95298;6.86233;0.00152;288.83951
;15.9700;0.95346;6.86488;0.00152;288.94650
;15.9800;0.95412;6.86788;0.00153;289.07309
;15.9900;0.95472;6.87084;0.00153;289.19751
;16.0000;0.95538;6.87395;0.00153;289.32861
;16.0080;0.95585;6.87650;0.00153;289.43567
;16.0160;0.95633;6.87904;0.00153;289.54288
;16.0260;0.95693;6.88198;0.00153;289.66626
;16.0360;0.95747;6.88488;0.00153;289.78848
;16.0460;0.95807;6.88762;0.00153;289.90372
;16.0560;0.95872;6.89027;0.00153;290.01535
;16.0660;0.95932;6.89291;0.00153;290.12656
;16.0760;0.95986;6.89541;0.00153;290.23184
;16.0880;0.96058;6.89827;0.00154;290.35205
;16.0980;0.96118;6.90085;0.00154;290.46069
;16.1100;0.96189;6.90377;0.00154;290.58344
;16.1220;0.96267;6.90679;0.00154;290.71063
;16.1320;0.96327;6.90951;0.00154;290.82529
;16.1420;0.96387;6.91214;0.00154;290.93594
;16.1540;0.96464;6.91497;0.00154;291.05481
;16.1680;0.96548;6.91763;0.00154;291.16684
;16.1860;0.96662;6.92026;0.00154;291.27756
;16.2000;0.96745;6.92289;0.00154;291.38815
;16.2160;0.96835;6.92566;0.00154;291.50513
;16.2300;0.96919;6.92833;0.00154;291.61746
;16.2460;0.97014;6.93101;0.00154;291.73019
;16.2600;0.97092;6.93351;0.00154;291.83548
;16.2740;0.97176;6.93609;0.00155;291.94397
;16.2860;0.97254;6.93891;0.00155;292.06268
;16.2960;0.97307;6.94178;0.00155;292.18362
;16.3060;0.97373;6.94472;0.00155;292.30731
;16.3160;0.97433;6.94749;0.00156;292.42395
;16.3260;0.97493;6.95043;0.00156;292.54736
;16.3360;0.97559;6.95342;0.00156;292.67325
;16.3440;0.97606;6.95604;0.00156;292.78351
;16.3520;0.97654;6.95870;0.00156;292.89548
;16.3600;0.97702;6.96143;0.00156;293.01050
;16.3680;0.97750;6.96397;0.00156;293.11761
;16.3780;0.97804;6.96660;0.00156;293.22833
;16.3900;0.97875;6.96947;0.00156;293.34912
;16.4020;0.97947;6.97248;0.00156;293.47583
;16.4140;0.98019;6.97531;0.00156;293.59454
;16.4260;0.98091;6.97825;0.00157;293.71829
;16.4360;0.98144;6.98091;0.00157;293.83051
;16.4480;0.98216;6.98381;0.00156;293.95248
;16.4580;0.98282;6.98651;0.00156;294.06607
;16.4680;0.98342;6.98923;0.00157;294.18057
;16.4780;0.98402;6.99186;0.00157;294.29144
;16.4880;0.98461;6.99466;0.00157;294.40915
;16.4980;0.98521;6.99770;0.00157;294.53717
;16.5080;0.98587;7.00066;0.00157;294.66168
;16.5180;0.98647;7.00379;0.00157;294.79333
;16.5260;0.98700;7.00646;0.00157;294.90570
;16.5340;0.98742;7.00924;0.00157;295.02283
;16.5420;0.98790;7.01196;0.00157;295.13757
;16.5520;0.98850;7.01487;0.00158;295.25998
;16.5640;0.98916;7.01741;0.00158;295.36673
;16.5800;0.99011;7.01993;0.00158;295.47281
;16.5920;0.99083;7.02250;0.00158;295.58112
;16.6020;0.99137;7.02510;0.00158;295.69037
;16.6140;0.99209;7.02799;0.00158;295.81226
;16.6260;0.99280;7.03066;0.00158;295.92435
;16.6360;0.99340;7.03346;0.00158;296.04230
;16.6460;0.99400;7.03619;0.00158;296.15717
;16.6560;0.99466;7.03915;0.00158;296.28171
;16.6660;0.99526;7.04204;0.00159;296.40359
;16.6740;0.99573;7.04458;0.00159;296.51056
;16.6840;0.99633;7.04768;0.00159;296.64066
;16.6940;0.99699;7.05073;0.00159;296.76907
;16.7040;0.99759;7.05378;0.00159;296.89777
;16.7140;0.99819;7.05668;0.00159;297.01984
;16.7240;0.99878;7.05940;0.00159;297.13400
;16.7360;0.99950;7.06199;0.00160;297.24298
;16.7520;1.00040;7.06478;0.00160;297.36069
;16.7660;1.00123;7.06761;0.00160;297.47983
;16.7800;1.00207;7.07032;0.00160;297.59381
;16.7940;1.00285;7.07282;0.00160;297.69904
;16.8080;1.00375;7.07539;0.00160;297.80704
;16.8200;1.00446;7.07824;0.00160;297.92706
;16.8320;1.00518;7.08083;0.00160;298.03619
;16.8440;1.00596;7.08370;0.00160;298.15704
;16.8520;1.00644;7.08622;0.00160;298.26312
;16.8600;1.00697;7.08898;0.00160;298.37921
;16.8680;1.00745;7.09183;0.00160;298.49908
;16.8760;1.00793;7.09480;0.00160;298.62396
;16.8840;1.00841;7.09761;0.00161;298.74249
;16.8920;1.00889;7.10024;0.00161;298.85321
;16.9020;1.00949;7.10298;0.00161;298.96835
;16.9140;1.01020;7.10572;0.00161;299.08383
;16.9260;1.01092;7.10830;0.00161;299.19250
;16.9400;1.01176;7.11095;0.00161;299.30389
;16.9560;1.01265;7.11370;0.00161;299.41946
;16.9700;1.01349;7.11654;0.00161;299.53918
;16.9820;1.01427;7.11923;0.00162;299.65256
;16.9940;1.01493;7.12204;0.00162;299.77054
;17.0040;1.01558;7.12465;0.00162;299.88062
;17.0140;1.01618;7.12748;0.00162;299.99982
;17.0240;1.01684;7.13038;0.00162;300.12177
;17.0340;1.01750;7.13327;0.00162;300.24335
;17.0420;1.01798;7.13590;0.00162;300.35406
