Results Table 1;;;;;
;;;;;
;;;;;
;Aço 1016;;;;
;Time;Displacement;Force;Tensile strain (Strain 2);Tensile stress
;(s);(mm);(kN);(mm/mm);(MPa)
;371.0060;22.25568;12.14933;0.28902;511.37238
;371.1060;22.26166;12.14943;0.28912;511.37619
;371.2060;22.26758;12.14877;0.28922;511.34842
;371.3060;22.27380;12.15056;0.28933;511.42410
;371.4000;22.27930;12.14802;0.28942;511.31705
;371.5000;22.28534;12.14958;0.28952;511.38275
;371.6000;22.29132;12.14793;0.28962;511.31314
;371.7000;22.29741;12.14900;0.28972;511.35837
;371.8000;22.30351;12.14856;0.28982;511.33957
;371.9000;22.30925;12.14615;0.28992;511.23825
;371.9920;22.31499;12.14875;0.29001;511.34796
;372.0920;22.32091;12.14659;0.29011;511.25693
;372.1920;22.32701;12.14830;0.29021;511.32901
;372.2440;22.32994;12.14576;0.29026;511.22211
;372.3440;22.33610;12.14803;0.29036;511.31750
;372.4440;22.34202;12.14614;0.29046;511.23785
;372.5440;22.34818;12.14847;0.29057;511.33618
;372.6020;22.35152;12.14595;0.29062;511.22989
;372.7020;22.35756;12.14819;0.29072;511.32425
;372.8020;22.36342;12.14565;0.29082;511.21716
;372.9020;22.36946;12.14693;0.29092;511.27136
;373.0020;22.37550;12.14533;0.29102;511.20374
;373.1020;22.38142;12.14592;0.29112;511.22861
;373.2020;22.38752;12.14605;0.29122;511.23431
;373.3020;22.39350;12.14507;0.29132;511.19299
;373.4020;22.39960;12.14638;0.29142;511.24780
;373.5020;22.40545;12.14489;0.29152;511.18524
;373.6020;22.41149;12.14607;0.29162;511.23492
;373.6620;22.41502;12.14355;0.29168;511.12897
;373.7620;22.42112;12.14542;0.29178;511.20767
;373.8620;22.42704;12.14334;0.29188;511.12024
;373.9120;22.43009;12.14594;0.29193;511.22934
;374.0120;22.43601;12.14370;0.29203;511.13535
;374.1120;22.44211;12.14546;0.29213;511.20923
;374.1840;22.44641;12.14295;0.29220;511.10382
;374.2840;22.45239;12.14520;0.29230;511.19827
;374.3740;22.45777;12.14264;0.29239;511.09073
;374.4740;22.46375;12.14475;0.29249;511.17920
;374.5740;22.46985;12.14252;0.29259;511.08560
;374.6740;22.47570;12.14259;0.29269;511.08835
;374.7740;22.48181;12.14312;0.29279;511.11087
;374.8740;22.48772;12.14259;0.29289;511.08865
;374.9740;22.49382;12.14353;0.29299;511.12799
;375.0740;22.49974;12.14211;0.29309;511.06842
;375.1380;22.50369;12.14462;0.29316;511.17413
;375.2040;22.50757;12.14209;0.29322;511.06735
;375.3040;22.51373;12.14248;0.29333;511.08368
;375.4040;22.51959;12.14064;0.29342;511.00623
;375.5040;22.52563;12.14209;0.29352;511.06726
;375.6040;22.53155;12.14021;0.29362;510.98837
;375.6500;22.53442;12.14272;0.29367;511.09378
;375.7380;22.53962;12.14014;0.29376;510.98538
;375.8380;22.54572;12.14196;0.29386;511.06183
;375.9280;22.55098;12.13938;0.29395;510.95358
;375.9960;22.55516;12.14189;0.29402;511.05887
;376.0960;22.56109;12.13983;0.29411;510.97247
;376.1960;22.56724;12.14088;0.29422;511.01654
;376.2960;22.57310;12.13861;0.29432;510.92081
;376.3960;22.57914;12.14053;0.29442;511.00183
;376.4960;22.58518;12.13873;0.29452;510.92612
;376.5960;22.59110;12.13902;0.29462;510.93820
;376.6960;22.59714;12.13957;0.29472;510.96152
;376.7960;22.60312;12.13861;0.29482;510.92099
;376.8960;22.60916;12.13972;0.29492;510.96762
;376.9960;22.61514;12.13886;0.29502;510.93155
;377.0960;22.62111;12.13899;0.29512;510.93692
;377.1960;22.62716;12.13888;0.29522;510.93216
;377.2960;22.63307;12.13812;0.29531;510.90042
;377.3960;22.63917;12.13821;0.29542;510.90393
;377.4960;22.64503;12.13619;0.29551;510.81924
;377.5960;22.65107;12.13842;0.29561;510.91284
;377.6960;22.65711;12.13681;0.29572;510.84506
;377.7960;22.66315;12.13685;0.29582;510.84686
;377.8960;22.66919;12.13783;0.29592;510.88806
;377.9960;22.67510;12.13653;0.29602;510.83347
;378.0960;22.68126;12.13817;0.29612;510.90222
;378.1740;22.68581;12.13562;0.29619;510.79504
;378.2740;22.69184;12.13687;0.29629;510.84781
;378.3740;22.69777;12.13554;0.29639;510.79184
;378.4740;22.70380;12.13740;0.29649;510.86984
;378.5360;22.70751;12.13485;0.29656;510.76282
;378.6360;22.71349;12.13648;0.29665;510.83121
;378.7360;22.71947;12.13466;0.29675;510.75467
;378.8360;22.72557;12.13560;0.29686;510.79428
;378.9360;22.73166;12.13445;0.29696;510.74567
;379.0360;22.73746;12.13354;0.29705;510.70743
;379.1360;22.74356;12.13592;0.29716;510.80762
;379.2120;22.74799;12.13332;0.29723;510.69843
;379.3120;22.75415;12.13515;0.29733;510.77527
;379.3940;22.75893;12.13263;0.29741;510.66934
;379.4940;22.76503;12.13375;0.29751;510.71619
;379.5940;22.77095;12.13177;0.29761;510.63300
;379.6940;22.77711;12.13373;0.29772;510.71555
;379.7500;22.78039;12.13122;0.29777;510.61008
;379.8500;22.78643;12.13215;0.29787;510.64899
;379.9500;22.79235;12.13056;0.29797;510.58224
;380.0500;22.79839;12.13184;0.29807;510.63608
;380.1500;22.80443;12.13024;0.29817;510.56876
;380.2500;22.81029;12.12961;0.29827;510.54230
;380.3500;22.81639;12.13145;0.29837;510.61948
;380.4380;22.82159;12.12892;0.29846;510.51306
;380.5120;22.82619;12.13143;0.29853;510.61896
;380.6080;22.83181;12.12889;0.29863;510.51166
;380.7080;22.83785;12.13072;0.29873;510.58881
;380.8080;22.84383;12.12842;0.29883;510.49188
;380.9080;22.84993;12.12942;0.29893;510.53394
;381.0080;22.85585;12.12698;0.29903;510.43152
;381.1080;22.86177;12.12838;0.29913;510.49033
;381.2080;22.86793;12.12803;0.29923;510.47574
;381.3080;22.87384;12.12730;0.29933;510.44482
;381.4080;22.87988;12.12836;0.29943;510.48935
;381.5080;22.88580;12.12745;0.29953;510.45117
;381.6080;22.89184;12.12748;0.29963;510.45236
;381.7080;22.89788;12.12753;0.29973;510.45462
;381.8000;22.90332;12.12503;0.29982;510.34930
;381.9000;22.90936;12.12599;0.29992;510.38995
;382.0000;22.91528;12.12443;0.30002;510.32419
;382.1000;22.92144;12.12673;0.30012;510.42111
;382.1640;22.92514;12.12418;0.30018;510.31345
;382.2640;22.93118;12.12506;0.30028;510.35059
;382.3640;22.93716;12.12369;0.30038;510.29306
;382.4580;22.94290;12.12619;0.30048;510.39838
;382.5300;22.94721;12.12368;0.30055;510.29263
;382.6300;22.95325;12.12480;0.30065;510.33987
;382.7300;22.95911;12.12298;0.30075;510.26315
;382.8300;22.96520;12.12287;0.30085;510.25839
;382.9300;22.97124;12.12225;0.30095;510.23239
;383.0300;22.97710;12.12181;0.30105;510.21390
;383.1300;22.98320;12.12250;0.30115;510.24271
;383.2300;22.98912;12.12155;0.30125;510.20276
;383.3300;22.99528;12.12276;0.30135;510.25397
;383.3860;22.99851;12.12024;0.30141;510.14792
;383.4860;23.00460;12.12258;0.30151;510.24612
;383.5640;23.00921;12.12005;0.30158;510.13962
;383.6620;23.01525;12.12256;0.30168;510.24548
;383.7380;23.01967;12.12000;0.30176;510.13770
;383.8380;23.02571;12.12117;0.30186;510.18710
;383.9380;23.03163;12.11895;0.30196;510.09363
;384.0380;23.03767;12.12049;0.30206;510.15842
;384.1220;23.04275;12.11795;0.30214;510.05151
;384.2220;23.04873;12.11792;0.30224;510.05002
;384.3220;23.05471;12.11825;0.30234;510.06387
;384.4220;23.06068;12.11764;0.30244;510.03815
;384.5220;23.06685;12.11713;0.30254;510.01706
;384.6220;23.07264;12.11681;0.30264;510.00323
;384.7220;23.07862;12.11726;0.30274;510.02228
;384.8220;23.08460;12.11612;0.30284;509.97427
;384.9220;23.09064;12.11698;0.30294;510.01074
;385.0220;23.09668;12.11644;0.30304;509.98770
;385.1220;23.10260;12.11530;0.30314;509.93967
;385.2220;23.10876;12.11596;0.30324;509.96774
;385.2900;23.11276;12.11343;0.30331;509.86115
;385.3900;23.11886;12.11437;0.30341;509.90070
;385.4900;23.12472;12.11271;0.30351;509.83081
;385.5900;23.13076;12.11505;0.30361;509.92929
;385.6420;23.13381;12.11248;0.30366;509.82104
;385.7420;23.13997;12.11277;0.30376;509.83331
;385.8420;23.14577;12.11086;0.30386;509.75293
;385.9420;23.15187;12.11303;0.30396;509.84439
;386.0420;23.15785;12.11121;0.30406;509.76788
;386.1420;23.16389;12.11091;0.30416;509.75500
;386.2420;23.16998;12.11025;0.30426;509.72745
;386.3420;23.17584;12.10989;0.30436;509.71204
;386.4420;23.18194;12.11051;0.30446;509.73837
;386.5060;23.18571;12.10788;0.30453;509.62756
;386.6060;23.19181;12.11045;0.30463;509.73550
;386.7000;23.19724;12.10790;0.30472;509.62851
;386.8000;23.20346;12.11026;0.30482;509.72781
;386.8580;23.20681;12.10765;0.30488;509.61798
;386.9580;23.21297;12.10782;0.30498;509.62518
;387.0580;23.21883;12.10565;0.30508;509.53384
;387.1580;23.22493;12.10770;0.30518;509.62003
;387.2580;23.23085;12.10553;0.30528;509.52875
;387.3580;23.23689;12.10616;0.30538;509.55496
;387.4580;23.24287;12.10524;0.30548;509.51657
;387.5580;23.24879;12.10455;0.30558;509.48718
;387.6580;23.25494;12.10478;0.30568;509.49713
;387.7580;23.26086;12.10311;0.30578;509.42685
;387.8580;23.26684;12.10403;0.30588;509.46561
;387.9580;23.27282;12.10239;0.30598;509.39664
;388.0580;23.27892;12.10353;0.30608;509.44427
;388.1580;23.28490;12.10158;0.30618;509.36218
;388.2580;23.29082;12.10166;0.30628;509.36551
;388.3580;23.29686;12.10175;0.30638;509.36935
;388.4580;23.30283;12.09992;0.30648;509.29260
;388.5580;23.30887;12.10014;0.30658;509.30161
;388.6580;23.31479;12.09939;0.30668;509.27023
;388.7580;23.32083;12.09980;0.30678;509.28729
;388.8580;23.32687;12.09856;0.30688;509.23529
;388.9580;23.33279;12.09696;0.30698;509.16772
;389.0580;23.33883;12.09923;0.30708;509.26349
;389.1340;23.34331;12.09670;0.30715;509.15704
;389.2340;23.34941;12.09847;0.30725;509.23138
;389.3020;23.35342;12.09591;0.30732;509.12354
;389.4020;23.35945;12.09560;0.30742;509.11072
;389.5020;23.36538;12.09412;0.30752;509.04816
;389.6020;23.37147;12.09612;0.30762;509.13239
;389.6640;23.37518;12.09353;0.30768;509.02353
;389.7640;23.38128;12.09433;0.30778;509.05710
;389.8540;23.38654;12.09180;0.30787;508.95062
;389.9540;23.39264;12.09303;0.30797;509.00235
;390.0540;23.39861;12.09158;0.30807;508.94165
;390.1540;23.40459;12.08959;0.30817;508.85754
;390.2540;23.41063;12.09070;0.30827;508.90421
;390.3540;23.41655;12.09003;0.30837;508.87625
;390.4540;23.42271;12.09127;0.30848;508.92828
;390.5240;23.42678;12.08870;0.30854;508.82007
;390.6240;23.43282;12.08957;0.30864;508.85672
;390.7220;23.43862;12.08700;0.30874;508.74860
;390.8220;23.44471;12.08854;0.30884;508.81335
;390.8840;23.44842;12.08594;0.30890;508.70404
;390.9840;23.45446;12.08667;0.30900;508.73456
;391.0520;23.45841;12.08415;0.30907;508.62888
;391.1520;23.46450;12.08564;0.30917;508.69128
;391.2520;23.47048;12.08340;0.30927;508.59705
;391.3520;23.47652;12.08369;0.30937;508.60950
;391.4280;23.48101;12.08114;0.30945;508.50204
;391.4840;23.48447;12.08367;0.30950;508.60834
;391.5840;23.49045;12.08176;0.30960;508.52826
;391.6840;23.49655;12.08243;0.30971;508.55612
;391.7600;23.50097;12.07987;0.30978;508.44861
;391.8600;23.50695;12.08031;0.30988;508.46719
;391.9600;23.51293;12.07813;0.30998;508.37531
;392.0600;23.51897;12.07892;0.31008;508.40869
;392.1600;23.52495;12.07663;0.31018;508.31201
;392.2600;23.53087;12.07581;0.31028;508.27783
;392.3600;23.53703;12.07759;0.31038;508.35272
;392.4600;23.54301;12.07554;0.31048;508.26611
;392.5600;23.54899;12.07556;0.31058;508.26733
;392.6600;23.55497;12.07449;0.31068;508.22226
;392.7600;23.56095;12.07348;0.31078;508.17941
;392.8600;23.56704;12.07305;0.31088;508.16135
;392.9280;23.57099;12.07050;0.31095;508.05426
;393.0280;23.57703;12.07026;0.31105;508.04416
;393.1280;23.58295;12.06951;0.31115;508.01245
;393.2280;23.58917;12.07027;0.31125;508.04459
;393.3160;23.59431;12.06770;0.31134;507.93634
;393.4160;23.60035;12.06738;0.31144;507.92294
;393.5160;23.60627;12.06551;0.31153;507.84433
;393.6160;23.61242;12.06690;0.31164;507.90283
;393.6680;23.61547;12.06432;0.31169;507.79416
;393.7680;23.62151;12.06502;0.31179;507.82333
;393.8680;23.62737;12.06262;0.31189;507.72235
;393.9680;23.63347;12.06282;0.31199;507.73093
;394.0520;23.63855;12.06027;0.31207;507.62341
;394.1520;23.64453;12.06011;0.31217;507.61682
;394.2520;23.65057;12.05998;0.31227;507.61136
;394.3520;23.65649;12.05799;0.31237;507.52756
;394.4520;23.66265;12.05915;0.31247;507.57642
;394.5100;23.66605;12.05663;0.31253;507.47049
;394.6100;23.67209;12.05616;0.31263;507.45053
;394.7000;23.67730;12.05362;0.31272;507.34390
;394.8000;23.68345;12.05418;0.31282;507.36728
;394.9000;23.68943;12.05176;0.31292;507.26526
;395.0000;23.69535;12.05257;0.31302;507.29968
;395.0600;23.69888;12.05007;0.31308;507.19431
;395.1600;23.70498;12.05179;0.31318;507.26682
;395.2280;23.70904;12.04926;0.31325;507.16006
;395.3280;23.71508;12.04927;0.31335;507.16052
;395.4280;23.72100;12.04685;0.31345;507.05881
;395.5280;23.72704;12.04699;0.31355;507.06451
;395.6200;23.73254;12.04443;0.31364;506.95697
;395.7200;23.73852;12.04395;0.31374;506.93665
;395.8200;23.74456;12.04228;0.31384;506.86652
;395.9200;23.75048;12.04112;0.31394;506.81775
;396.0200;23.75658;12.04156;0.31404;506.83615
;396.1080;23.76184;12.03903;0.31413;506.72968
;396.2080;23.76782;12.03852;0.31423;506.70825
;396.3080;23.77380;12.03649;0.31433;506.62271
;396.4080;23.77983;12.03500;0.31443;506.56009
;396.4880;23.78462;12.03250;0.31451;506.45480
;396.5880;23.79054;12.03253;0.31461;506.45609
;396.6880;23.79663;12.03114;0.31471;506.39731
;396.7880;23.80256;12.03027;0.31481;506.36090
;396.8420;23.80584;12.02777;0.31486;506.25555
;396.9420;23.81182;12.02691;0.31496;506.21930
;397.0420;23.81792;12.02551;0.31506;506.16068
;397.1420;23.82384;12.02448;0.31516;506.11719
;397.2420;23.83000;12.02413;0.31526;506.10229
;397.2880;23.83269;12.02162;0.31531;505.99661
;397.3880;23.83873;12.02081;0.31541;505.96277
;397.4760;23.84387;12.01819;0.31549;505.85233
;397.5760;23.85003;12.01907;0.31560;505.88934
;397.6420;23.85391;12.01650;0.31566;505.78125
;397.7420;23.85995;12.01543;0.31576;505.73615
;397.8280;23.86497;12.01275;0.31585;505.62323
;397.9280;23.87114;12.01391;0.31595;505.67206
;397.9960;23.87508;12.01140;0.31601;505.56677
;398.0960;23.88124;12.01011;0.31612;505.51245
;398.1680;23.88542;12.00755;0.31619;505.40457
;398.2680;23.89152;12.00715;0.31629;505.38788
;398.3400;23.89571;12.00457;0.31636;505.27914
;398.4400;23.90187;12.00402;0.31646;505.25604
;398.5160;23.90629;12.00152;0.31653;505.15063
;398.6160;23.91239;12.00047;0.31664;505.10638
;398.7000;23.91729;11.99796;0.31672;505.00085
;398.8000;23.92345;11.99814;0.31682;505.00839
;398.8640;23.92728;11.99551;0.31688;504.89801
;398.9640;23.93331;11.99372;0.31699;504.82242
;399.0640;23.93924;11.99137;0.31708;504.72351
;399.1640;23.94527;11.99024;0.31718;504.67603
;399.2200;23.94862;11.98769;0.31724;504.56863
;399.3200;23.95466;11.98668;0.31734;504.52606
;399.4200;23.96052;11.98458;0.31744;504.43796
;399.5200;23.96656;11.98306;0.31754;504.37396
;399.5680;23.96943;11.98056;0.31759;504.26874
;399.6680;23.97559;11.98009;0.31769;504.24863
;399.7120;23.97810;11.97755;0.31773;504.14200
;399.7880;23.98264;11.97500;0.31781;504.03473
;399.8880;23.98862;11.97472;0.31791;504.02255
;399.9340;23.99137;11.97212;0.31795;503.91327
;400.0340;23.99741;11.97159;0.31805;503.89120
;400.0800;24.00016;11.96901;0.31810;503.78232
;400.1300;24.00315;11.96647;0.31815;503.67545
;400.2300;24.00907;11.96592;0.31825;503.65222
;400.3280;24.01499;11.96337;0.31835;503.54489
;400.4280;24.02103;11.96183;0.31845;503.48007
;400.4780;24.02402;11.95930;0.31850;503.37357
;400.5780;24.02999;11.95760;0.31860;503.30222
;400.6420;24.03382;11.95507;0.31866;503.19577
;400.7420;24.03986;11.95403;0.31876;503.15189
;400.7900;24.04273;11.95149;0.31881;503.04514
;400.8900;24.04883;11.95042;0.31891;502.99973
;400.9340;24.05134;11.94781;0.31895;502.88995
;400.9660;24.05319;11.94525;0.31898;502.78253
;401.0660;24.05935;11.94643;0.31909;502.83197
;401.1260;24.06288;11.94388;0.31914;502.72449
;401.1580;24.06479;11.94135;0.31918;502.61819
;401.2580;24.07095;11.94137;0.31928;502.61914
;401.3000;24.07340;11.93884;0.31932;502.51251
;401.3400;24.07567;11.93632;0.31936;502.40665
;401.4400;24.08177;11.93648;0.31946;502.41306
;401.4860;24.08446;11.93394;0.31950;502.30630
;401.5200;24.08655;11.93141;0.31954;502.19965
;401.6200;24.09265;11.93139;0.31964;502.19885
;401.6600;24.09505;11.92887;0.31968;502.09290
;401.7140;24.09834;11.92631;0.31974;501.98495
;401.8140;24.10419;11.92424;0.31983;501.89810
;401.8900;24.10886;11.92165;0.31991;501.78912
;401.9900;24.11477;11.91915;0.32001;501.68375
;402.0280;24.11711;11.91660;0.32005;501.57629
;402.1280;24.12315;11.91522;0.32015;501.51843
;402.1640;24.12518;11.91265;0.32018;501.41019
;402.2640;24.13122;11.91131;0.32028;501.35367
;402.3260;24.13492;11.90868;0.32035;501.24323
;402.3720;24.13762;11.90617;0.32039;501.13727
;402.4720;24.14377;11.90544;0.32049;501.10660
;402.5060;24.14569;11.90279;0.32052;500.99512
;402.5680;24.14939;11.90026;0.32059;500.88870
;402.6680;24.15543;11.89826;0.32069;500.80447
;402.7240;24.15872;11.89568;0.32074;500.69586
;402.8240;24.16488;11.89423;0.32084;500.63474
;402.8540;24.16661;11.89161;0.32087;500.52444
;402.8900;24.16877;11.88908;0.32091;500.41812
;402.9900;24.17475;11.88781;0.32101;500.36475
;403.0400;24.17773;11.88526;0.32106;500.25723
;403.1280;24.18306;11.88275;0.32115;500.15167
;403.2020;24.18748;11.88019;0.32122;500.04407
;403.2540;24.19059;11.87769;0.32127;499.93863
;403.3540;24.19663;11.87514;0.32137;499.83154
;403.4080;24.19979;11.87261;0.32143;499.72504
;403.5080;24.20589;11.87125;0.32153;499.66785
;403.5460;24.20817;11.86869;0.32157;499.55991
;403.6000;24.21145;11.86614;0.32162;499.45273
;403.6440;24.21415;11.86358;0.32167;499.34485
;403.7100;24.21797;11.86107;0.32173;499.23911
;403.7540;24.22054;11.85857;0.32177;499.13376
;403.8540;24.22658;11.85694;0.32187;499.06528
;403.9000;24.22927;11.85441;0.32192;498.95871
;403.9500;24.23226;11.85189;0.32197;498.85266
;404.0500;24.23836;11.85035;0.32207;498.78799
;404.0860;24.24045;11.84771;0.32210;498.67661
;404.1360;24.24350;11.84520;0.32216;498.57129
;404.2360;24.24948;11.84301;0.32225;498.47897
;404.2780;24.25193;11.84046;0.32230;498.37170
;404.3300;24.25522;11.83792;0.32235;498.26468
;404.4140;24.26024;11.83534;0.32243;498.15631
;404.4480;24.26228;11.83277;0.32247;498.04785
;404.5480;24.26831;11.83152;0.32257;497.99542
;404.5760;24.26993;11.82896;0.32260;497.88782
;404.6100;24.27190;11.82644;0.32263;497.78137
;404.6820;24.27633;11.82388;0.32270;497.67395
;404.7800;24.28213;11.82127;0.32280;497.56381
;404.8160;24.28428;11.81876;0.32283;497.45850
;404.9160;24.29038;11.81739;0.32294;497.40045
;404.9480;24.29223;11.81472;0.32297;497.28812
;404.9780;24.29396;11.81219;0.32300;497.18170
;405.0780;24.30013;11.81042;0.32310;497.10739
;405.1160;24.30233;11.80789;0.32314;497.00092
;405.1660;24.30532;11.80532;0.32319;496.89273
;405.2460;24.31023;11.80279;0.32327;496.78595
;405.2880;24.31268;11.80028;0.32331;496.68030
;405.3220;24.31465;11.79769;0.32334;496.57150
;405.4220;24.32069;11.79623;0.32344;496.51004
;405.4680;24.32344;11.79363;0.32349;496.40048
;405.5040;24.32553;11.79110;0.32352;496.29388
;405.5860;24.33062;11.78855;0.32361;496.18655
;405.6240;24.33283;11.78590;0.32364;496.07535
;405.6660;24.33528;11.78336;0.32368;495.96838
;405.7260;24.33892;11.78085;0.32375;495.86255
;405.8040;24.34353;11.77821;0.32382;495.75162
;405.8380;24.34556;11.77558;0.32386;495.64102
;405.8860;24.34849;11.77308;0.32390;495.53568
;405.9860;24.35453;11.77035;0.32401;495.42075
;406.0080;24.35579;11.76776;0.32403;495.31155
;406.0480;24.35824;11.76522;0.32407;495.20486
;406.1480;24.36427;11.76377;0.32417;495.14368
;406.1720;24.36565;11.76123;0.32419;495.03690
;406.2160;24.36834;11.75868;0.32424;494.92960
;406.3060;24.37373;11.75608;0.32433;494.82001
;406.3380;24.37564;11.75347;0.32436;494.71011
;406.3860;24.37857;11.75094;0.32441;494.60370
;406.4640;24.38329;11.74839;0.32448;494.49652
;406.5080;24.38586;11.74575;0.32453;494.38547
;406.5340;24.38735;11.74318;0.32455;494.27701
;406.6340;24.39340;11.74083;0.32465;494.17834
;406.6920;24.39680;11.73824;0.32471;494.06918
;406.7240;24.39877;11.73572;0.32474;493.96304
;406.7900;24.40284;11.73312;0.32481;493.85379
;406.8480;24.40625;11.73062;0.32487;493.74844
;406.8820;24.40822;11.72811;0.32490;493.64276
;406.9360;24.41151;11.72553;0.32496;493.53424
;407.0160;24.41623;11.72291;0.32503;493.42389
;407.0440;24.41791;11.72041;0.32506;493.31854
;407.1360;24.42353;11.71789;0.32516;493.21280
;407.1900;24.42676;11.71526;0.32521;493.10190
;407.2260;24.42891;11.71272;0.32525;492.99521
;407.2740;24.43184;11.71019;0.32529;492.88870
;407.3480;24.43627;11.70750;0.32537;492.77545
;407.3740;24.43776;11.70488;0.32539;492.66498
;407.4040;24.43949;11.70238;0.32542;492.55966
;407.4700;24.44356;11.69986;0.32549;492.45358
;407.5380;24.44763;11.69728;0.32556;492.34506
;407.5700;24.44948;11.69467;0.32559;492.23514
;407.6020;24.45145;11.69204;0.32562;492.12476
;407.7000;24.45737;11.68953;0.32572;492.01886
;407.7320;24.45922;11.68689;0.32575;491.90784
;407.7680;24.46137;11.68434;0.32579;491.80032
;407.8120;24.46407;11.68182;0.32583;491.69427
;407.8960;24.46909;11.67931;0.32591;491.58896
;407.9320;24.47124;11.67669;0.32595;491.47833
;407.9840;24.47447;11.67413;0.32600;491.37094
;408.0580;24.47889;11.67156;0.32608;491.26245
;408.0840;24.48045;11.66898;0.32610;491.15399
;408.1080;24.48182;11.66645;0.32613;491.04767
;408.2080;24.48792;11.66569;0.32623;491.01550
;408.2340;24.48942;11.66299;0.32625;490.90173
;408.2560;24.49067;11.66036;0.32627;490.79095
;408.2900;24.49270;11.65774;0.32631;490.68076
;408.3820;24.49833;11.65517;0.32640;490.57272
;408.4160;24.50036;11.65256;0.32644;490.46271
;408.4420;24.50185;11.65003;0.32646;490.35648
;408.4840;24.50442;11.64744;0.32650;490.24747
;408.5760;24.50992;11.64481;0.32660;490.13663
;408.6100;24.51190;11.64219;0.32663;490.02646
;408.6400;24.51369;11.63965;0.32666;489.91959
;408.6780;24.51602;11.63705;0.32670;489.81006
;408.7720;24.52164;11.63443;0.32679;489.69977
;408.8000;24.52338;11.63181;0.32682;489.58957
;408.8520;24.52655;11.62923;0.32687;489.48080
;408.9080;24.52989;11.62659;0.32693;489.36987
;408.9480;24.53223;11.62401;0.32697;489.26135
;409.0020;24.53545;11.62147;0.32702;489.15408
;409.0760;24.54000;11.61886;0.32710;489.04449
;409.1080;24.54185;11.61622;0.32713;488.93314
;409.1400;24.54377;11.61367;0.32716;488.82614
;409.1820;24.54634;11.61114;0.32720;488.71951
;409.2420;24.55005;11.60860;0.32726;488.61249
;409.2820;24.55231;11.60591;0.32730;488.49945
;409.3040;24.55357;11.60341;0.32732;488.39410
;409.3420;24.55590;11.60091;0.32736;488.28882
;409.4340;24.56140;11.59833;0.32745;488.18021
;409.4640;24.56319;11.59574;0.32748;488.07120
;409.4880;24.56457;11.59321;0.32751;487.96460
;409.5400;24.56780;11.59066;0.32756;487.85748
;409.6220;24.57276;11.58812;0.32764;487.75073
;409.6460;24.57414;11.58557;0.32767;487.64325
;409.6720;24.57569;11.58307;0.32769;487.53793
;409.7280;24.57910;11.58049;0.32775;487.42929
;409.8020;24.58347;11.57782;0.32782;487.31714
;409.8320;24.58526;11.57518;0.32785;487.20602
;409.8740;24.58783;11.57257;0.32789;487.09607
;409.9340;24.59148;11.56997;0.32795;486.98669
;409.9780;24.59411;11.56727;0.32800;486.87314
;410.0000;24.59542;11.56458;0.32802;486.75983
;410.0500;24.59841;11.56206;0.32807;486.65363
;410.0960;24.60122;11.55945;0.32812;486.54364
;410.1520;24.60445;11.55690;0.32817;486.43628
;410.1860;24.60648;11.55426;0.32820;486.32541
;410.2260;24.60888;11.55166;0.32824;486.21603
;410.3100;24.61396;11.54915;0.32833;486.11044
;410.3340;24.61539;11.54649;0.32835;485.99838
;410.3580;24.61683;11.54387;0.32838;485.88809
;410.4060;24.61976;11.54128;0.32843;485.77905
;410.4680;24.62346;11.53876;0.32849;485.67310
;410.5020;24.62544;11.53606;0.32852;485.55948
;410.5320;24.62723;11.53348;0.32855;485.45062
;410.5780;24.62998;11.53097;0.32860;485.34521
;410.6460;24.63411;11.52841;0.32867;485.23727
;410.6780;24.63602;11.52589;0.32870;485.13110
;410.7100;24.63793;11.52335;0.32873;485.02435
;410.7440;24.64003;11.52071;0.32876;484.91333
;410.8200;24.64463;11.51812;0.32884;484.80435
;410.8500;24.64643;11.51552;0.32887;484.69470
;410.8740;24.64780;11.51284;0.32889;484.58179
;410.9060;24.64971;11.51031;0.32893;484.47562
;410.9720;24.65372;11.50771;0.32899;484.36615
;411.0300;24.65713;11.50509;0.32905;484.25586
;411.0580;24.65880;11.50243;0.32908;484.14386
;411.0880;24.66059;11.49981;0.32911;484.03354
;411.1580;24.66490;11.49727;0.32918;483.92667
;411.1920;24.66687;11.49468;0.32921;483.81757
;411.2220;24.66866;11.49206;0.32924;483.70749
;411.2500;24.67034;11.48950;0.32927;483.59964
;411.2940;24.67303;11.48699;0.32931;483.49405
;411.3540;24.67656;11.48443;0.32937;483.38611
;411.3940;24.67889;11.48184;0.32941;483.27701
;411.4160;24.68021;11.47930;0.32943;483.17038
;411.4640;24.68313;11.47675;0.32948;483.06311
;411.5300;24.68714;11.47414;0.32955;482.95291
;411.5640;24.68917;11.47159;0.32958;482.84573
;411.5860;24.69049;11.46905;0.32960;482.73868
;411.6160;24.69234;11.46642;0.32964;482.62805
;411.6880;24.69671;11.46386;0.32971;482.52042
;411.7180;24.69838;11.46129;0.32974;482.41238
;411.7380;24.69958;11.45878;0.32976;482.30637
;411.7800;24.70209;11.45624;0.32980;482.19965
;411.8540;24.70663;11.45364;0.32987;482.09021
;411.8800;24.70819;11.45105;0.32990;481.98105
;411.9100;24.70992;11.44853;0.32993;481.87500
;411.9360;24.71147;11.44602;0.32995;481.76935
;412.0000;24.71548;11.44351;0.33002;481.66391
;412.0520;24.71853;11.44100;0.33007;481.55832
;412.0700;24.71955;11.43826;0.33009;481.44299
